Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,EPU,EPU_pred,Erro
2013,2,0.0013980210259406153,0.0013792503468805577,0.001513427260594313,-0.0011905060441339413,116.23611984380734,148.78864551738505,12.50197328631655
2013,3,0.001380890101500281,0.0013808489344845363,0.0014944549269271471,-0.001138201174103275,125.60167664944451,149.76289399800464,9.95524250110858
2013,4,0.0013657653327108085,0.0013844220094418498,0.0014780762636323348,-0.0010886667648663763,135.29934976732966,149.77120160496136,7.755892489048079
2013,5,0.0013525254084982175,0.001389602541253092,0.0014638827473711,-0.0010416201971085103,145.34226620035673,149.12752940680213,1.138175530956544
2013,6,0.0013400769704968029,0.0013943944507749158,0.001450102934595682,-0.0009964762395763692,150.40311264595343,154.7133070490061,10.776484046153017
2013,7,0.001335394387169446,0.0014032040773111186,0.0014383964255570876,-0.0009467705319996667,149.36709079220026,151.31094542084313,14.074490476271322
2013,8,0.001334711309432933,0.0014127287562298871,0.001423586672605442,-0.0008871888794015732,144.44894942033787,152.7224026594763,15.743739977915721
2013,9,0.0013333109460716144,0.001416062770907547,0.001404150595319432,-0.0008285935109924005,136.87787389749803,149.87192100713733,13.096062455067369
2013,10,0.0013312393829559232,0.0014119053407587224,0.0013820719838707174,-0.0007813009664653048,127.36652902467343,145.47404458528408,23.591180133949397
2013,11,0.0013294974981666397,0.0014003696585544933,0.0013631606099661143,-0.0007527545602246631,122.01216493016828,124.48946437159984,1.7288765850665908
2013,12,0.001326523792933976,0.0013844177254688356,0.0013516789991451293,-0.000751979416145492,129.93777565983166,138.27032848043288,9.862740728434991
2014,1,0.0013214407712761017,0.001366390021617168,0.0013459398492460604,-0.000775573230964536,147.59394550692744,154.3630755102254,14.204818461626624
2014,2,0.0013167168236549792,0.0013497681920562172,0.0013509365446708731,-0.000816318569525787,157.2184498420402,164.68314251014613,9.47366984632975
2014,3,0.0013195222362069486,0.0013429191019730528,0.0013720963965430939,-0.0008653629018703461,154.5308570423502,164.4211642419472,16.31091609201877
