Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IE_E,IE_E_pred,Erro
2013,2,0.0013669305014479382,0.001403472205254344,0.0015007266040932192,-0.001110068497134976,104.57791293059752,103.94057712309707,0.2946287410637605
2013,3,0.0013621474776120723,0.001402352884383226,0.0014870016492751716,-0.0010757554326975185,104.00627650096204,103.83211861284985,0.24261873709904838
2013,4,0.0013575625257244046,0.001400964890911565,0.001473543923962315,-0.0010427110540575995,103.43072305752813,103.38550301820213,0.16040298626168414
2013,5,0.0013531286965327493,0.0013992618135725337,0.001460354031006919,-0.0010110515571506138,102.85240882990223,102.82467124627449,0.03671727783212723
2013,6,0.0013487590992554827,0.001397199778568349,0.0014474141168219258,-0.000980845006440638,102.2724347632698,102.48531031841293,0.08530314418915105
2013,7,0.0013443913254081402,0.0013948280814141708,0.0014347539757820996,-0.0009521012919005132,101.69014929240741,101.58198653935918,0.07137689629838262
2013,8,0.0013400313541065939,0.0013923112030185096,0.0014225031534500661,-0.000924877986302406,101.10217100896428,100.91423847081731,0.04436587580826854
2013,9,0.0013357431384932164,0.0013898495901700392,0.001410807817456303,-0.0008992151829017664,100.50428973673941,100.35836844704023,0.0681982318684335
2013,10,0.0013316509824666332,0.001387677934645543,0.0013997787417386726,-0.0008749940054704704,99.88918863797058,99.84336882020936,0.04259407688331388
2013,11,0.001328134952936963,0.0013861942561843794,0.0013895408424316178,-0.0008517861794665178,99.23147266822683,99.25264418672394,0.05152147102610547
2013,12,0.001327075432593667,0.0013860586802833033,0.001383691540961595,-0.0008388427218347155,98.39843976863827,98.45515588330849,0.04598451002304281
2014,1,0.0013268659120442795,0.00138596640710454,0.001378771526120566,-0.0008283309607347217,97.50288666804492,97.34709461483394,0.06870155807803233
2014,2,0.0013269740549489574,0.0013853482726337277,0.0013748705979304359,-0.0008218596217711493,96.5608178174389,96.19673847880722,0.12519557480760152
2014,3,0.0013271673999566817,0.0013846335599576507,0.0013730598877522053,-0.0008217339106072772,95.57736092823627,95.33863763608768,0.11334454803424991
2014,4,0.0013280505328533347,0.001385871156901582,0.0013755530635958435,-0.0008302172638645888,94.54309727977774,94.33084479674069,0.12678600355171485
2014,5,0.0013307237058961514,0.0013916653001496994,0.0013838935806835167,-0.0008458676982033742,93.46287471623438,93.00549440252813,0.2344620564185041
2014,6,0.0013365317008011233,0.0014024492464574487,0.0013972070044381004,-0.0008614399375182381,92.32307033537533,92.22548700893607,0.09129317209534729
2014,7,0.0013460305238272056,0.0014132339518903138,0.0014138381482904842,-0.0008820806618310216,91.09172063071219,91.60395848494449,0.19600015084451752
2014,8,0.0013563414301394417,0.0014211112462792642,0.001430462480720943,-0.0009082730740830175,89.75112981089207,90.91870294567589,0.42031854735724256
2014,9,0.0013659392165064283,0.0014282060152056414,0.0014454943039574125,-0.0009326210361064422,88.30962823679232,88.94361416889839,0.3227347244100343
2014,10,0.001374022478898497,0.0014352540324067769,0.001457814128150979,-0.0009510385929091269,86.80737385540834,88.19312179230675,0.6750846598331213
2014,11,0.0013811185837228322,0.0014427711261572247,0.0014680621710097734,-0.0009638854524303606,85.2893016470447,86.25651147246575,0.3362177731121117
2014,12,0.0013884397598946136,0.0014504497566963182,0.0014786843172307452,-0.0009769216336721473,83.76453268612562,85.26705709340595,0.7189867442815218
2015,1,0.001396191875819033,0.0014569118426449796,0.0014914217118208064,-0.000995788557834605,82.20616573989928,84.29679919223649,1.5038803113241546
2015,2,0.0014042206444815463,0.001460265341705302,0.0015060770501417863,-0.0010245581301349157,80.59641810030475,82.8186763266062,1.425462669381561
2015,3,0.001411300146343255,0.0014606835413893396,0.0015205140630180818,-0.001057713536018103,78.99679462102063,83.8255290540348,2.5366747589347987
2015,4,0.0014155213604500352,0.0014623891874758668,0.0015298931801371416,-0.001075513837128968,77.49123483923528,78.79194493134891,1.6495750110832794
2015,5,0.0014163414964093904,0.0014656120290823904,0.0015326327131978596,-0.0010759509893346212,76.13168846365207,76.3643292965758,0.06846268967566882
2015,6,0.001417610653887155,0.0014699826201467901,0.0015355278646463685,-0.0010754085903595047,74.94514392681371,74.99861109887946,0.09327522556939054
2015,7,0.0014195548675583313,0.0014742145435794201,0.001539431407983298,-0.0010778417049873868,73.9473429181847,73.89442827071517,0.22511846343529798
2015,8,0.001420736086815486,0.0014767333057353756,0.00154228012912255,-0.0010810629989596648,73.14779005559073,73.41250922308258,0.408113335533851
2015,9,0.0014203143756789157,0.0014765666175377285,0.0015424087390050174,-0.0010829046621589707,72.57212648569183,72.9032253724768,0.38453483907646197
2015,10,0.0014181217235882252,0.001473757745076372,0.0015394758062991932,-0.0010822819264507079,72.26521291568238,72.63856663825463,0.11876183036240728
2015,11,0.0014149387534311629,0.0014695163517955316,0.0015345228186869476,-0.001079169049479846,72.2712229299342,72.70006097133091,0.21260380153086914
2015,12,0.0014116451454529487,0.0014649856901281998,0.0015287368679265567,-0.0010741986223563088,72.60045807441136,72.72089945189828,0.22717426069534713
2016,1,0.0014088445985658935,0.001460832547735367,0.0015229583446772228,-0.0010680791930724226,73.26689977533076,73.8786244733058,0.2269242233090199
2016,2,0.0014066723902718863,0.0014571622376726438,0.0015171953119969413,-0.0010604138577650307,74.27013640100347,74.56441628691263,0.14383402860843716
2016,3,0.0014042608467900032,0.0014529253115050102,0.0015104888086843083,-0.0010509293370676472,75.54507782250585,75.55571791533386,0.05729091155104902
2016,4,0.0014003968098857027,0.0014470153189231195,0.0015019526235893676,-0.0010394311426203963,76.94675715947768,76.84110736245174,0.12430505337599944
2016,5,0.0013943660492954043,0.0014389973839189895,0.0014909207038932568,-0.0010250508768923138,78.33816599010324,78.72285827145635,0.6097125106202486
2016,6,0.0013861898853338504,0.0014291623018134623,0.0014774570028186277,-0.0010078142673311502,79.67429452173481,80.81614938478361,0.6324786325832763
2016,7,0.0013763861318364604,0.0014186217715387052,0.001462283972150295,-0.0009879053739632326,81.01609863349964,82.01560795539207,0.3825818174994277
2016,8,0.001366339178497007,0.0014087870772192374,0.0014468225513055409,-0.0009659879327692611,82.4182453341272,82.98249770552823,0.1333812901667644
2016,9,0.0013576562796268497,0.0014011351297652792,0.0014328977397977465,-0.0009428000897454594,83.86227442006927,84.15613542827631,0.06923019604560592
2016,10,0.0013509006306330615,0.001396991459264222,0.0014214052986316267,-0.0009185877000342908,85.2646595527994,85.34585072162146,0.1183081613490896
2016,11,0.0013464319454922747,0.001396994029072741,0.0014130879655963374,-0.0008952049255397921,86.52082615541761,86.61176493663577,0.06464445231439052
2016,12,0.0013437739364698166,0.0014000080889054092,0.0014075862328471942,-0.0008748256434642677,87.56123378778072,90.22555068827747,1.5748529061393568
2017,1,0.0013419218639248054,0.0014036777767018507,0.0014039855912523793,-0.0008589095871685837,88.36998006633368,89.97018014801318,0.7348621140942578
2017,2,0.0013402530328751464,0.0014061734211843152,0.0014014709939173854,-0.000848243909359497,89.00161012911737,90.10973231379039,0.8333241438709841
