Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IBC_BR,IBC_BR_pred,Erro
2013,2,0.0013601750963620214,0.001399759584558917,0.001484892088050493,-0.0010653065775173007,146.19963917960294,146.26745336355415,0.05140389468951517
2013,3,0.0013567411850292724,0.001398430712125233,0.00147422775170901,-0.00104134030732452,146.3420905603716,146.36403638851675,0.00918108316609616
2013,4,0.0013534406357416451,0.0013970592799877118,0.0014638185235343673,-0.0010182198167722459,146.47275277592303,146.49255359554078,0.01301651653993871
2013,5,0.001350256495573384,0.0013956485700740491,0.0014536676829509073,-0.0009959616397680992,146.59164831069126,146.59405159316444,0.022559202190236924
2013,6,0.0013471549049278362,0.0013942035873601075,0.0014437626950067988,-0.0009745339189675804,146.6990326829037,146.7061179513882,0.025976110839315947
2013,7,0.0013441132914517584,0.0013927654206276165,0.0014341040502090572,-0.000953861995743782,146.7951956788686,146.79211655583134,0.02668961919315653
2013,8,0.0013411365735742612,0.0013914110089842844,0.001424724227492763,-0.0009338834938040963,146.8806587725277,146.88689063680505,0.04520861733424139
2013,9,0.001338248728714855,0.0013902107317811916,0.0014156530208275463,-0.0009145390278482411,146.9560767105849,146.94531529240712,0.011423731861440335
2013,10,0.0013354891243143555,0.0013892173673994827,0.001406908255037988,-0.0008957677563136204,147.02216050765767,146.97956350473893,0.014568196390847658
2013,11,0.0013329429765286205,0.001388489390566105,0.0013985171163305799,-0.00087752447255169,147.07945028436205,147.03378585428706,0.014807585230184377
2013,12,0.0013307252591339123,0.0013880173366985007,0.0013905166672537434,-0.0008599595432982075,147.12769178011376,147.0708334559059,0.015800636361213885
2014,1,0.0013290226472733378,0.0013876653663880013,0.0013830737150073269,-0.0008438027635618669,147.15979147210024,147.09050461519053,0.018138960888834477
2014,2,0.0013281610915790302,0.0013871230683825324,0.0013767533619047524,-0.0008312571696364286,147.071632417622,147.0174045348831,0.07840346299373877
2014,3,0.001328401137053077,0.0013869709908547684,0.0013735914501228816,-0.0008272133563560526,146.9598303635676,146.88135508726893,0.12159294950111543
2014,4,0.0013298371052252935,0.0013884697987748753,0.0013752491186772983,-0.0008322401026194644,146.81987416740526,146.73122683708985,0.2774111798556893
2014,5,0.0013345761080008325,0.0013942263891872505,0.0013851057844138889,-0.0008489281401607998,146.64402528449432,146.10128063079404,0.5806888904433397
2014,6,0.0013427141098464586,0.0014026204776749268,0.001400495182666727,-0.0008719785250952413,146.42205169792564,144.86735429922734,0.9867028005967279
2014,7,0.0013515708347648005,0.0014100054947756107,0.0014156524299098635,-0.0008952668197476007,146.14662464695297,145.1804616070059,0.6396117570025881
