Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IE_E,IE_E_pred,Erro
2013,2,0.0014395599458297981,0.001424804508905099,0.001571538809123914,-0.0012474279380578516,103.67116149632002,99.88773007969269,3.693559019181034
2013,3,0.0014071022499327263,0.0014120152920031291,0.0015291734997131161,-0.0011649911875574897,103.66890296944032,100.14840729178408,3.602438690156721
2013,4,0.00137110760377572,0.0013875234009390796,0.0014843899800770204,-0.001098379112769922,103.72423471430236,98.86171868639583,3.5575018896209714
2013,5,0.0013317166259880135,0.0013570590661633954,0.001429248588720154,-0.0010164369887758831,103.81139095148617,100.73974386245823,2.664701208331773
2013,6,0.001313715031254932,0.0013677749354791438,0.0014177654904688804,-0.0009621247096293993,102.92850644728038,101.17501849022578,0.8055004010434842
2013,7,0.0013315046479623698,0.0014217259720875814,0.001445171907058462,-0.0009326098251518603,101.64181705098494,98.95167710124488,3.852755489970073
2013,8,0.0013377018134910215,0.0014342978548608646,0.0014558353388903645,-0.0009560970148877084,100.6411221056108,97.95617440011746,3.957770831444541
2013,9,0.0013530226276380498,0.001440804828294678,0.0014381283294408092,-0.0008871441105440589,100.59786017446369,95.42261614607406,3.144899157970031
2013,10,0.0013524017366882029,0.001428240656375137,0.0013933202577286865,-0.0007454218384556229,99.97369564869591,96.43622168608171,0.5850984667655679
2013,11,0.0013336334573262824,0.001425452582246732,0.0013281164518452698,-0.0006420830258526517,99.25629663605774,97.62270814380369,0.4927990870620445
2013,12,0.0013066435802419768,0.0013862732463381406,0.0012816525479395924,-0.0006324121612565715,98.86980870989926,97.08743007538808,0.8550624824593294
2014,1,0.001311462157985695,0.0013665310045002997,0.0013088698782060865,-0.0007145009465217804,98.34203833198731,97.18637807833117,0.8322150791887161
2014,2,0.0013308062563351774,0.0013509700281284938,0.0013709494926583677,-0.0008807379028799442,98.13159079760959,96.56630308428856,0.5019760746830368
2014,3,0.0013152576377459867,0.0013122141509174325,0.0013865067066628695,-0.0009721606935769143,97.40947758638966,95.05978718922486,3.5335634465988335
2014,4,0.001300000509991448,0.0013279533237517734,0.0013663838052339415,-0.000914363964352465,95.36638613077551,94.86485226980574,0.5516189758216836
2014,5,0.0013320793092596382,0.00139825008593924,0.0013906579176796185,-0.0008549733320863905,92.18604295273036,92.48482465443416,0.1878664046158912
2014,6,0.0014228879455039278,0.0014986731758086184,0.0015285082080500197,-0.0009973950752918805,90.34800135189215,88.68497879916927,2.0991328280449157
2014,7,0.0013236851879058211,0.0014228487432892728,0.0013423056363430622,-0.000673595067476878,90.0687393821786,93.20177208635151,0.3176000654359942
2014,8,0.005042101993773706,0.004968895639707197,0.005077327655345082,-0.0038188771021879157,89.88983664209692,89.26345493902168,0.31145717177985993
2014,9,0.00481154742095075,0.00488750761282636,0.004730225048612991,-0.003160800605890673,88.59685329419966,87.79065120934266,0.4442430911718821
2014,10,0.004839117765300813,0.004865169726633919,0.0047568480920217185,-0.0032658071944942227,87.57654190849709,87.01615665088607,0.2540755842492065
2014,11,0.00490701922398378,0.004858343870806832,0.004751623436072978,-0.0032528357626903986,86.76470173692985,86.30142745553177,0.20189967211562576
2014,12,0.005066839285868261,0.004834486684562908,0.004711360819167874,-0.0031997294911563063,85.34946103025932,86.143577880081,0.1311099414143792
2015,1,0.004891886710459466,0.004925154426188623,0.004860173003022629,-0.0033961399952707238,83.41817168850143,85.2221696467394,0.36287455488583437
2015,2,0.0013683756495425498,0.0014523393292864082,0.0014726579161412623,-0.0009449818845826409,80.50000000000004,83.41869906533917,1.133205368382442
2015,3,0.0014612760417197193,0.001512742948175736,0.0016315180250810496,-0.0012293580363262077,78.1,80.25945431702492,1.5475187889679793
2015,4,0.001446867556119657,0.0014771727478153692,0.0015606926858556561,-0.0011200763632683679,75.69999999999962,75.23749611975671,0.5696470716463747
2015,5,0.0014286567790926384,0.0014478603088374934,0.0015313243244702234,-0.0011009642592504552,75.5720295065262,75.96489552120813,1.355324598986088
2015,6,0.0013987485709097323,0.0014273824152534202,0.0015098903511742102,-0.0010854204016747806,74.2002701715057,79.83589793974139,1.0481737628813166
2015,7,0.0013933510854578107,0.0014328812426271985,0.0015131461927148405,-0.0010804697178330932,72.25898018363361,77.76419080591184,1.7193210790205409
2015,8,0.0014036310231159259,0.0014680888446506938,0.0015350366828256264,-0.0010690331097325313,70.90000000000013,71.53862264634051,0.3875856937641665
2015,9,0.0014134381893402598,0.0015069970033116712,0.001540336441355619,-0.0010100763855504756,71.4,73.7337130330684,1.6003663631666996
2015,10,0.0014314868883419892,0.0015269456420530353,0.0015460173295509972,-0.001002016225526136,71.89999999999976,74.21305261122028,0.5709724362117967
2015,11,0.0014715060977164725,0.0015306838294591775,0.0015500722681924934,-0.0010709492096570342,72.02796674139374,73.24734764794997,1.3145845367484443
2015,12,0.0014870150274560881,0.0015708762469006767,0.0015792583215614264,-0.0011185092354035805,72.09236550128853,75.83552956284191,3.2745981327220743
2016,1,0.0014776881084055966,0.0015993209358937724,0.0016146584928941226,-0.0011452592272946315,71.88507226916772,76.14104703540971,3.113668845711643
2016,2,0.0014593581697768055,0.00152027724022706,0.0016059242608008183,-0.0011749186474479154,71.45653928230512,73.75270391690596,1.0186241532402283
2016,3,0.0014059178834794346,0.0014566740603766189,0.0015357558739957267,-0.001126791386577454,71.64867982968534,74.93959515121668,1.9075727468860182
2016,4,0.0013718229809145117,0.0013968669802017276,0.0014598152452856288,-0.0010332275175935586,73.42856339557403,76.82638371845555,0.6699213145860649
2016,5,0.001360405396802238,0.0013675496968208298,0.001436829635307461,-0.0010164001111263898,76.6181857718419,79.4316828874301,1.5875472109588231
2016,6,0.0013719068335487864,0.0013682150546351572,0.00144750714006188,-0.001040115061948404,80.2696792957651,79.50458666174126,0.8293924730386446
2016,7,0.0013840192564507586,0.0014120079067780659,0.0014672513088865742,-0.0010073676878634963,83.41432117127809,82.3225175723148,0.5086521667815608
2016,8,0.0013933319384666146,0.0014358139577524461,0.001466050411218705,-0.0009596020900765898,86.14888163364031,85.40929074632102,1.6581568707662804
2016,9,0.001392426609419807,0.0014546157359958997,0.001468278376577093,-0.0009177948594713107,87.48220952294686,85.9192957177632,0.8104532757679341
2016,10,0.0013797745727930043,0.001429575622329077,0.0014419811599934488,-0.0008711628987326154,87.54888990695663,87.27250990161052,0.908015705475904
2016,11,0.0013562903924502897,0.0014044695548550562,0.0014205092264654396,-0.0008803669739004081,86.20148656592055,85.93876948723788,1.0428200431661763
2016,12,0.0013078239853893357,0.0013569708471969726,0.0013757931111388348,-0.0008760845998156439,85.96877507797078,89.02640905656386,0.5794446040723252
2017,1,0.0012832031946541297,0.001329620040034799,0.0013504936186410688,-0.0008711994829065039,86.63052169723967,88.56795377110163,1.2710093029340093
2017,2,0.0012799073450592596,0.001326392824073332,0.0013404895045042433,-0.0008546280592989652,88.90327389204256,89.17293830446,0.23260744314949106
2017,3,0.0012962763139814106,0.0013526904872552985,0.0013588472898627966,-0.0008487891048327637,91.11659485441015,90.75904255845545,0.18128763767372783
2017,4,0.001340670270594209,0.0013932462216953844,0.001382648118025077,-0.0007464051891234671,92.80278625280789,94.15760027962574,0.2654848486683181
2017,5,0.00135409424986801,0.0014263151540017819,0.0013792470512619297,-0.0006908764826618033,92.22207395140093,94.13885041721745,0.33344223087693176
2017,6,0.0013510265808327664,0.0014593840863081704,0.0013973594523818346,-0.0006443665779600599,91.14007443226413,94.01304342554133,0.639152587899887
2017,7,0.001358447764921345,0.0014623154146030906,0.0014278685745032263,-0.0008031544029932798,90.44160486366813,91.13672460954008,0.48041639474059855
2017,8,0.0013817054124525183,0.001451223254996429,0.001472431454280712,-0.0009185414941537435,91.44711746868231,90.17014300245222,1.695362658747469
2017,9,0.001372153372921849,0.0014223588505690157,0.0014611516952690931,-0.0009537360551234984,93.30926385882333,92.05353964738777,1.0010575672776547
2017,10,0.0013469726562438927,0.0013882334771735342,0.0014286329650686277,-0.0009547500500142878,94.91261929151796,95.78493906430757,0.4276936719414195
2017,11,0.0013238590518565292,0.0014081563583534537,0.0013634077338428418,-0.0007533523038351397,96.1324291060339,96.07932201629463,0.31028479467661024
2017,12,0.001322961651955037,0.0014526191376007724,0.0013126807207078383,-0.0005397999388525653,96.48575397234848,96.5142319391541,0.08211957710010545
2018,1,0.0013381873318322234,0.0014753818284611072,0.0012946263030256364,-0.0004542220334781879,96.87761062043205,96.57192414445935,0.2696748264979429
2018,2,0.0013621650341974847,0.0014629312900531707,0.0013214418745359459,-0.000546514021235126,97.45115355863018,96.18362098675426,0.5125416652662388
2018,3,0.00134985976016102,0.001399218508360746,0.0013327848779318158,-0.0006942232674519525,97.87641791757497,95.94482558739149,1.5540856486435597
2018,4,0.001320609608708612,0.0013270446539892923,0.0013171874965338115,-0.0007902328653083372,97.63739589387816,96.701073502266,0.44416679096287515
2018,5,0.001309321683935355,0.0012968198598698674,0.001315255033362989,-0.0008446363595066254,96.24426450737964,95.23834745634714,0.499717437400469
