Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,selic,selic_pred,Erro
2013,2,0.0013980210259406153,0.0013792503468805577,0.001513427260594313,-0.0011905060441339413,6.249324761865087,6.0215174375868665,0.3815902134729091
2013,3,0.001380890101500281,0.0013808489344845363,0.0014944549269271471,-0.001138201174103275,6.6981599470433055,6.469409036558501,0.41371044390471196
2013,4,0.0013657653327108085,0.0013844220094418498,0.0014780762636323348,-0.0010886667648663763,7.147586331774729,7.089507252659121,0.4587091932081143
2013,5,0.0013525254084982175,0.001389602541253092,0.0014638827473711,-0.0010416201971085103,7.603387902069428,8.328454404539677,1.121614172472798
2013,6,0.0013400769704968029,0.0013943944507749158,0.001450102934595682,-0.0009964762395763692,8.032797773272524,8.742725146993509,1.110723169286736
2013,7,0.001335394387169446,0.0014032040773111186,0.0014383964255570876,-0.0009467705319996667,8.401278507571824,9.248152275728689,0.9737175342810199
2013,8,0.001334711309432933,0.0014127287562298871,0.001423586672605442,-0.0008871888794015732,8.811004887296606,9.419251937837906,0.7845098710084871
2013,9,0.0013333109460716144,0.001416062770907547,0.001404150595319432,-0.0008285935109924005,9.125431355011036,8.927263704208908,0.2713881170632869
2013,10,0.0013312393829559232,0.0014119053407587224,0.0013820719838707174,-0.0007813009664653048,9.371075617086973,9.615459274154738,0.2581991094652197
2013,11,0.0013294974981666397,0.0014003696585544933,0.0013631606099661143,-0.0007527545602246631,9.643108704011969,9.748129202521172,0.20105335273048322
2013,12,0.001326523792933976,0.0013844177254688356,0.0013516789991451293,-0.000751979416145492,9.826749307750772,9.90760392657961,0.2358786971057813
2014,1,0.0013214407712761017,0.001366390021617168,0.0013459398492460604,-0.000775573230964536,9.908355247806886,10.308222970915493,0.20289900474567943
2014,2,0.0013167168236549792,0.0013497681920562172,0.0013509365446708731,-0.000816318569525787,10.05348166604887,10.491114634662852,0.4874263117136823
2014,3,0.0013195222362069486,0.0013429191019730528,0.0013720963965430939,-0.0008653629018703461,10.195328913295551,10.4524692373511,0.4125317803628974
2014,4,0.001309247522645525,0.0013426015341854655,0.0013873514916513318,-0.0008962001183642974,10.318740012623751,10.468973709492849,0.15814630223506293
2014,5,0.0012742928267377327,0.0013551835237607126,0.001366434513574096,-0.0011354617252811916,10.58167975150231,10.428074070868009,0.35362965294144844
2014,6,0.0017019530844571739,0.0021725010240183596,0.0025441822460136316,-0.0016977778406416092,10.85252989447214,9.963831426911115,1.0256823376047624
2014,7,0.0029712621287685797,0.0029064312461557973,0.00311055217157388,-0.002041443964152965,11.083634635270284,11.069773475046269,0.7058242674384602
2014,8,0.003436598375246121,0.00350026816827206,0.0036235739987870107,-0.0023870597795964126,11.290328208719634,10.007612648374211,0.6028515290697695
2014,9,0.004832667408274881,0.004143241591586924,0.004077829256830142,-0.002930274664926242,11.436571166169724,10.915311254137603,0.6413136089924839
2014,10,0.004843768007245998,0.004830967237612592,0.004763656083158753,-0.003246967777510137,11.553566319892358,11.070524853530408,0.6771358140246619
2014,11,0.0048548686062170705,0.004892108836694337,0.004769336394846553,-0.0031300228386897657,11.691939389360778,11.052947934334314,0.9900894599174507
2014,12,0.004865969205188087,0.00371272279133505,0.0036869770582862805,-0.0026801390939538115,11.844822872175001,11.188313875903365,0.7613432728561454
2015,1,0.003648471885413731,0.003200877166751072,0.003197776691090479,-0.002307040358752024,12.059313832741195,11.554357473608963,0.37784683026047255
2015,2,0.003105905187183194,0.002645565515245724,0.002658429814295672,-0.0019963026800060802,12.21683862046925,11.703084281051972,0.36228009820377305
2015,3,0.0020745791441195184,0.0014968820387693841,0.0015500911438878424,-0.0015888421529440485,12.387818352222318,12.426185831027318,0.4457628816303279
2015,4,0.0014456356483326922,0.001466476682042404,0.0015378985543893857,-0.0011725826208115638,12.645222964735147,12.63671487178144,0.26872041572909494
2015,5,0.0014135840619306532,0.0014496127793747755,0.0015257658200633112,-0.0011027411224670285,13.004054073408973,13.032806520881252,0.19949192681540745
2015,6,0.0014065131201331552,0.001450616297293794,0.0015257147984234205,-0.00108711254743054,13.379246086946933,13.075791817382468,0.48514590712038225
2015,7,0.0014060206211819624,0.0014614600624629419,0.0015275834415858366,-0.0010669542443430549,13.740613758407207,13.312148547522703,0.5654592510848402
2015,8,0.0014102197054510228,0.0014732142209211063,0.0015317802952091457,-0.0010572026832437304,14.02501892818691,13.544649350344185,0.4606899779260805
2015,9,0.0014156296839158236,0.001484054413579275,0.0015384079154918367,-0.001057817846811127,14.114315041534255,13.825916716683398,0.2345997887877189
2015,10,0.0014250465421154963,0.0014988774610164976,0.0015511810507228988,-0.0010636035422043834,14.058236201005489,13.841207671631167,0.12521060033407183
2015,11,0.0014355421963149306,0.0015099417365239645,0.0015654704810176224,-0.0010795258500348097,13.930730481970063,13.739607083760763,0.16347726898219953
2015,12,0.0014374734173530721,0.0015058851443419331,0.0015679008665058407,-0.0010969487521973692,13.787368983629738,13.724361791428057,0.066225519863343
2016,1,0.0014317969735745863,0.0014902274900524736,0.0015584194830318334,-0.0011076456060844443,13.773781687303103,13.731101775929144,0.08116489127059116
2016,2,0.0014219600526734328,0.001468762988591668,0.0015418973272324182,-0.0011064606968826261,13.777924009074617,13.757364457739387,0.06521823823314742
2016,3,0.0014078434097411195,0.0014468687035522562,0.0015204354428694248,-0.001093132091906314,13.807685529081027,13.805318854190562,0.0553167211565237
2016,4,0.0013956674329154116,0.0014271365406354132,0.0014990041769763764,-0.001075361060760103,13.979919535133751,13.777036492534936,0.11995753585834547
2016,5,0.0013842294192907422,0.0014103105409155902,0.001475940588372406,-0.0010484645003939225,14.192674734656176,13.6225253752995,0.5174089010241558
2016,6,0.001378047278468737,0.001404976575295128,0.0014605532419835958,-0.0010127768245377304,14.328143501733116,13.794517382492034,0.519659768155028
2016,7,0.0013797213015197508,0.0014125016755050367,0.0014571425848228065,-0.000983244320344134,14.347138995966864,14.123970500854991,0.21072182162049305
2016,8,0.0013800314722863822,0.001419281153850007,0.0014539900121357558,-0.000957705678664173,14.203338392526899,14.023972164151909,0.24167448316869022
2016,9,0.001373852046725953,0.0014205591657952198,0.0014463533068207275,-0.0009320364193817911,13.997593233144414,13.689980046236181,0.561250366207709
2016,10,0.0013608513485511428,0.0014122218526506627,0.0014306513343431324,-0.000907004888597123,13.8664136845953,13.45489822207058,0.5074748397583122
2016,11,0.001342010276768956,0.0013950738979777392,0.0014094065562432665,-0.0008865639630122835,13.776629177844944,11.521000516925362,0.5123020588499896
2016,12,0.0013245865159226056,0.0013777322020695744,0.0013904531210540737,-0.0008732124744802982,13.760835646518597,12.98275360787451,0.6145209524541496
2017,1,0.0013125636656656251,0.0013628540387216968,0.0013758472018212983,-0.0008597939570577036,13.744293674583728,13.032231970948471,0.40391546500854747
2017,2,0.0013091562607748946,0.0013586333398295579,0.0013671670407226686,-0.0008324823082858768,13.475085239641277,12.9234705970704,0.3528728997643545
2017,3,0.0013136998101595711,0.0013713390585036733,0.0013668294823917682,-0.0007991314972339844,12.90341222969636,12.85231021643847,0.06828871297002749
2017,4,0.0013235303133221107,0.00138981933721368,0.0013746792181546959,-0.000783633331753268,12.284582214548308,12.039239500243548,0.24913817644385736
2017,5,0.001338583938274607,0.0014122715063107955,0.001392023920283602,-0.0007836732189492765,11.553088992877472,10.619075465941693,0.40162115837304485
2017,6,0.00135300164135754,0.0014298749435317937,0.0014117397520276905,-0.0007951068272176736,10.760430585932866,9.909344339921278,0.18618756613182466
2017,7,0.0013595628701696435,0.0014375046253139235,0.0014235008825412118,-0.000813732976035295,9.988055287622133,9.63966250791567,0.24598765449525722
2017,8,0.001358597177894386,0.0014366048530119796,0.001427374519583303,-0.00084106255804326,9.253842012505986,9.07344218780849,0.2946199892082244
2017,9,0.0013529678833092062,0.0014318332972622823,0.0014193111716724943,-0.0008434504254189113,8.579688970680246,8.73648393914567,0.12204636190629697
2017,10,0.0013490804100950015,0.0014321559599318665,0.0014010765945876441,-0.0008000434256263898,7.9301272000188545,7.982209604724207,0.4296492431800143
2017,11,0.0013461262158861202,0.001433967728762139,0.001377636295250612,-0.0007441027207478445,7.377232419798575,7.518558112407909,0.273064849597168
2017,12,0.0013424058910110573,0.0014327864059623966,0.0013540610447856755,-0.0006969386590238912,6.981724298358445,7.263973636086662,0.1384699858288244
2018,1,0.0013391112385259074,0.0014271971701445751,0.0013342468166599275,-0.0006614467011066344,6.715982631314716,7.175508260448579,0.540988150614918
2018,2,0.0013361756263366592,0.001412794331520578,0.0013210985723752801,-0.0006510843201539304,6.567134422019785,7.003772283241525,0.341058014038158
2018,3,0.0013358363831574404,0.0013931888381205353,0.0013194708042116392,-0.0006802690759431803,6.4716942134840085,6.749406089391587,0.2209659227733437
2018,4,0.0013417418852725903,0.0013763885754204228,0.0013318146817536455,-0.0007516871334246113,6.416620240471003,7.108544124745979,0.4533090640475235
2018,5,0.0013480811124169571,0.0013614333112622833,0.0013436412900850437,-0.0008174307842278316,6.479895463307544,7.04094770953951,0.812248254854443
2018,6,0.0013528420358454038,0.001351668260448451,0.0013525514209604464,-0.0008652923273819519,6.545238326864301,6.616793905360493,0.2607032701514137
2018,7,0.0013630317210475387,0.0013577389995353493,0.0013660220566725462,-0.0008970118533885005,6.533227500158124,6.718024106413588,0.4858468873841998
