Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ISA_E,ISA_E_pred,Erro
2013,2,0.0013601750963620214,0.001399759584558917,0.001484892088050493,-0.0010653065775173007,104.213647998423,102.18347483531105,1.0117817532822775
2013,3,0.0013567411850292724,0.001398430712125233,0.00147422775170901,-0.00104134030732452,103.65368661695396,102.93152914870245,0.6053317702172899
2013,4,0.0013534406357416451,0.0013970592799877118,0.0014638185235343673,-0.0010182198167722459,103.08012535421535,102.85583272491834,0.30558852920118523
2013,5,0.001350256495573384,0.0013956485700740491,0.0014536676829509073,-0.0009959616397680992,102.49289799817585,102.42503568316694,0.10851387597458943
2013,6,0.0013471549049278362,0.0013942035873601075,0.0014437626950067988,-0.0009745339189675804,101.89264515753362,101.86900403756687,0.09587398374774571
2013,7,0.0013441132914517584,0.0013927654206276165,0.0014341040502090572,-0.000953861995743782,101.28008622525503,101.17911230881668,0.08215465974173633
2013,8,0.0013411365735742612,0.0013914110089842844,0.001424724227492763,-0.0009338834938040963,100.65601805809153,100.47950167739597,0.02449742835508513
2013,9,0.001338248728714855,0.0013902107317811916,0.0014156530208275463,-0.0009145390278482411,100.02172007744186,99.86062555747498,0.05267564894317432
2013,10,0.0013354891243143555,0.0013892173673994827,0.001406908255037988,-0.0008957677563136204,99.37863365387214,99.32094631685447,0.02154899880636612
2013,11,0.0013329429765286205,0.001388489390566105,0.0013985171163305799,-0.00087752447255169,98.72821800184938,98.75893851353327,0.07527046850341658
2013,12,0.0013307252591339123,0.0013880173366985007,0.0013905166672537434,-0.0008599595432982075,98.07069432118719,98.1530597942029,0.21527448747536562
2014,1,0.0013290226472733378,0.0013876653663880013,0.0013830737150073269,-0.0008438027635618669,97.39184165629115,97.35973027420351,0.21297419765259665
2014,2,0.0013281610915790302,0.0013871230683825324,0.0013767533619047524,-0.0008312571696364286,96.50449596818906,96.35776314798696,0.13861233785814558
2014,3,0.001328401137053077,0.0013869709908547684,0.0013735914501228816,-0.0008272133563560526,95.56013746765176,95.26439675100941,0.06334849205857146
