Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ISA_E,ISA_E_pred,Erro
2013,2,0.0013746674902764436,0.001383162610434292,0.0015190541708541617,-0.0011967735637974047,102.81201927552634,102.43604570613587,0.479184368472039
2013,3,0.0013676790735101573,0.0013872172748069518,0.001502535087106074,-0.0011454542222679067,102.57147550344916,102.0914006603288,0.46686767277282715
2013,4,0.0013612182437134942,0.0013911172063458346,0.0014859513289455638,-0.0010942561801458347,102.31826929173798,102.02197295360149,0.32701873087732336
2013,5,0.0013551278897606701,0.001394616795028909,0.0014690560704503628,-0.0010430469552694674,102.05268113685959,101.86141484284569,0.25759285118108205
2013,6,0.0013490969126555578,0.001397338997519834,0.0014515419643328345,-0.0009917979088559558,101.77777600680255,101.71901708226795,0.03056224832925078
2013,7,0.001342871877500289,0.001399122738202138,0.001433306881597047,-0.0009405805149429513,101.49597955403547,101.49628294939325,0.004952274930596626
2013,8,0.0013364978137202553,0.0014003093235220212,0.0014148593080961448,-0.0008901080342834886,101.20730783878197,101.13914120887206,0.3524095292442243
2013,9,0.0013308311270668106,0.0014020289574478274,0.0013976983039837773,-0.000842143864200239,100.752757881582,100.58182821263745,0.4253417358660477
2013,10,0.0013286959250520742,0.0013980751285543815,0.00138625543775736,-0.0008196215389959205,100.22411299813305,100.1669909533565,0.1081469883443576
2013,11,0.0013279044658290667,0.0013910679145376736,0.0013776785377749624,-0.0008107869270582515,99.6305597205383,99.50752306891903,0.13844504711431327
2013,12,0.0013259097349990851,0.0013786883342173837,0.0013680605706244636,-0.0008075980393953867,98.9479340340237,98.53371944773617,0.37638955660584633
2014,1,0.0013217725217436963,0.00136076133385137,0.0013585401777139643,-0.000810052779932175,98.13778222148333,97.00320595844282,0.6775441232961495
2014,2,0.0013175911936859476,0.001339449520843056,0.001355823037380392,-0.0008259243723009274,97.17825490330942,94.89032064516223,1.5048212099063176
2014,3,0.0013165755407001636,0.0013158816492628179,0.0013665590311189866,-0.0008625066935830291,96.10636175457009,93.50811896166901,1.3281577226809702
2014,4,0.0013262356784193067,0.0012968069307650286,0.0013936364073816794,-0.0009118311239137637,94.96207837003561,93.05679704147286,0.9764942918277355
2014,5,0.0013359467030798924,0.001277161680494819,0.0014175784972183646,-0.0009477333769320645,93.77235302185649,92.99153685596617,0.7306146344029285
2014,6,0.001301787438165679,0.0012400108601802367,0.0014040571711337354,-0.0009560722759708136,92.55358462714788,92.56708842128663,0.827044889576478
2014,7,0.0012246785534762601,0.0012276446385861214,0.0013348060950355714,-0.0010117290597401692,91.31764479545548,91.67554883973578,0.49143369349777527
2014,8,0.0011622042272006487,0.0012869534284428155,0.0011744150762802988,-0.0012819477813526049,90.06625249162845,86.71916302604731,0.7828011698630273
2014,9,0.0012235528453881407,0.0013781387459806428,0.0009064441732825439,-0.0013643884816948752,88.79412732412585,90.11514614135878,0.5538764186881872
2014,10,0.0048437680072459756,0.001391923066900645,0.0014396110262786153,-0.0011828334237373856,87.43110775380137,87.54564752543266,0.7417747848059455
2014,11,0.004854868606217065,0.001642201958119479,0.0015315236294866598,-0.0012039304349918865,85.92854528412144,87.2665541355515,0.5839174035993342
2014,12,0.0015320961028720721,0.001582764799092366,0.00154957384731177,-0.0014922914288654993,84.31370743771045,81.68782481405073,1.859180094666518
2015,1,0.0015459148355234742,0.0015365031215381032,0.0015895519331216984,-0.0016157322298548447,82.64782182788879,82.87624810600616,0.6097590674605581
2015,2,0.0014961476332075235,0.0014887177482700495,0.001573628586039912,-0.0013784429740148214,80.95147017194154,82.84510373295872,1.010026350517458
2015,3,0.001442574615557421,0.0014464223211886353,0.0015343369153852369,-0.0012428522555050431,79.18630859549087,77.37235833753077,0.8375773845906024
2015,4,0.0014187205227582233,0.001426645707097611,0.0015205841061298121,-0.001169485299293247,77.33003654679263,78.85476832783645,0.7187176643016394
2015,5,0.0014086992897004887,0.0014286488864533305,0.001520059724242583,-0.0011242569809617432,75.44101691142713,78.25794779305438,1.1554932258926702
2015,6,0.0014063217566834085,0.0014428412361472828,0.0015224994304573036,-0.0010939570655637164,73.68699552285877,76.4914948115685,1.2878751242941273
2015,7,0.001409003110376473,0.0014576620977641793,0.0015273371201955145,-0.001078813485044807,72.20683326214169,72.529208282565,0.23909061376028073
2015,8,0.0014129520456769695,0.0014695669263491693,0.0015336759060903128,-0.00107285842720475,71.05445018906114,71.08718216410554,0.350987957660841
2015,9,0.0014187123700636624,0.001480528281593586,0.0015428610967825706,-0.0010749467885226873,70.18090845840412,70.17508593017533,0.3557717604006267
2015,10,0.0014233451136865319,0.0014879521247563848,0.001550711822512526,-0.00108109708513975,69.52226371041654,69.703267967863,0.5943033165656154
2015,11,0.001424703875889651,0.0014903046766423656,0.0015528196109998599,-0.001084074515627897,69.0417029107974,69.65138182930143,0.6870847721864813
2015,12,0.0014233270394468005,0.001485949645681179,0.0015486861979633422,-0.0010846407139675595,68.76690676110495,69.3164064537933,0.6031428047685667
