Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ICE,ICE_pred,Erro
2013,2,0.0014395599458297981,0.001424804508905099,0.001571538809123914,-0.0012474279380578516,103.18037438398633,100.3164739458815,2.027030698326008
2013,3,0.0014071022499327263,0.0014120152920031291,0.0015291734997131161,-0.0011649911875574897,103.10203105172452,100.57828291453797,0.8822898930338896
2013,4,0.00137110760377572,0.0013875234009390796,0.0014843899800770204,-0.001098379112769922,103.20818014440673,98.34532694750551,4.576366712783504
2013,5,0.0013317166259880135,0.0013570590661633954,0.001429248588720154,-0.0010164369887758831,103.30572595026865,101.41764548016066,2.086370595259496
2013,6,0.001313715031254932,0.0013677749354791438,0.0014177654904688804,-0.0009621247096293993,103.1254430845802,101.52984837862472,1.3147910737000126
2013,7,0.0013315046479623698,0.0014217259720875814,0.001445171907058462,-0.0009326098251518603,102.01865632699787,101.41332248349114,0.8999599857240522
2013,8,0.0013377018134910215,0.0014342978548608646,0.0014558353388903645,-0.0009560970148877084,100.8879324373348,99.85820431320464,2.4252832721856517
2013,9,0.0013530226276380498,0.001440804828294678,0.0014381283294408092,-0.0008871441105440589,100.85119635532978,96.10866826291313,2.966229912227613
2013,10,0.0013524017366882029,0.001428240656375137,0.0013933202577286865,-0.0007454218384556229,100.368328803561,95.10178031823543,0.9946972574543307
2013,11,0.0013336334573262824,0.001425452582246732,0.0013281164518452698,-0.0006420830258526517,99.81204331009062,96.4810108657401,0.5532633357031056
2013,12,0.0013066435802419768,0.0013862732463381406,0.0012816525479395924,-0.0006324121612565715,99.18800333558248,96.29779119870705,0.6658670350557983
2014,1,0.001311462157985695,0.0013665310045002997,0.0013088698782060865,-0.0007145009465217804,98.41449685432607,96.15423015906637,0.6712797113283531
2014,2,0.0013308062563351774,0.0013509700281284938,0.0013709494926583677,-0.0008807379028799442,97.88919281718637,95.63438710653536,0.5857686815520068
2014,3,0.0013152576377459867,0.0013122141509174325,0.0013865067066628695,-0.0009721606935769143,97.36504083745146,95.17575653518439,1.197622087053917
2014,4,0.001300000509991448,0.0013279533237517734,0.0013663838052339415,-0.000914363964352465,95.66468342459977,92.73172450498055,0.8257645053133673
2014,5,0.0013320793092596382,0.00139825008593924,0.0013906579176796185,-0.0008549733320863905,93.29199868623701,92.07103137622133,0.5129171541883021
2014,6,0.0014228879455039278,0.0014986731758086184,0.0015285082080500197,-0.0009973950752918805,91.58634765745317,89.81566207852599,2.6372139343515695
2014,7,0.0013236851879058211,0.0014228487432892728,0.0013423056363430622,-0.000673595067476878,90.63333761082254,93.77417028403966,0.679970320126055
2014,8,0.005042101993773706,0.004968895639707197,0.005077327655345082,-0.0038188771021879157,89.42705107211333,88.5778999985571,0.23760401732053335
2014,9,0.00481154742095075,0.00488750761282636,0.004730225048612991,-0.003160800605890673,88.21503423483153,87.54671437105404,0.16136581981176584
2014,10,0.004839117765300813,0.004865169726633919,0.0047568480920217185,-0.0032658071944942227,87.5135556115796,86.94491134808409,0.08385851275180282
2014,11,0.00490701922398378,0.004858343870806832,0.004751623436072978,-0.0032528357626903986,86.9460730145148,86.38223382988816,0.18389070811163663
2014,12,0.005066839285868261,0.004834486684562908,0.004711360819167874,-0.0031997294911563063,85.88263123562751,86.50665079692497,0.13783123293655303
2015,1,0.004891886710459466,0.004925154426188623,0.004860173003022629,-0.0033961399952707238,84.0230976381819,85.37587124311051,0.3225969518405883
2015,2,0.0013683756495425498,0.0014523393292864082,0.0014726579161412623,-0.0009449818845826409,81.09999999999987,84.967437771972,1.003485260250961
2015,3,0.0014612760417197193,0.001512742948175736,0.0016315180250810496,-0.0012293580363262077,78.4,79.99680539318942,1.0998186736304245
2015,4,0.001446867556119657,0.0014771727478153692,0.0015606926858556561,-0.0011200763632683679,75.70000000000036,75.42980451329102,0.4319544642424299
