Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ISA_E,ISA_E_pred,Erro
2013,2,0.0013669305014479382,0.001403472205254344,0.0015007266040932192,-0.001110068497134976,103.35476855800133,102.05912850140393,0.32855967456235985
2013,3,0.0013621474776120723,0.001402352884383226,0.0014870016492751716,-0.0010757554326975185,102.9620309991535,102.574730482873,0.3126421711073168
2013,4,0.0013575625257244046,0.001400964890911565,0.001473543923962315,-0.0010427110540575995,102.55667575713628,102.36139135830781,0.2418059959381932
2013,5,0.0013531286965327493,0.0013992618135725337,0.001460354031006919,-0.0010110515571506138,102.13900198503792,102.054495020599,0.12072964695085141
2013,6,0.0013487590992554827,0.001397199778568349,0.0014474141168219258,-0.000980845006440638,101.7104180482097,101.70076466200581,0.07488067921857067
2013,7,0.0013443913254081402,0.0013948280814141708,0.0014347539757820996,-0.0009521012919005132,101.27202716658772,101.25048096466212,0.16964370610065674
2013,8,0.0013400313541065939,0.0013923112030185096,0.0014225031534500661,-0.000924877986302406,100.82464450052433,100.72492150599722,0.14170213350638494
2013,9,0.0013357431384932164,0.0013898495901700392,0.001410807817456303,-0.0008992151829017664,100.37016890109456,100.20195890232922,0.07511885431071774
2013,10,0.0013316509824666332,0.001387677934645543,0.0013997787417386726,-0.0008749940054704704,99.90901696534843,99.82327402914086,0.07325200354157041
2013,11,0.001328134952936963,0.0013861942561843794,0.0013895408424316178,-0.0008517861794665178,99.41149507487131,99.29166251058884,0.06690643774532258
2013,12,0.001327075432593667,0.0013860586802833033,0.001383691540961595,-0.0008388427218347155,98.68181011398026,98.59167089895061,0.04522768952724041
2014,1,0.0013268659120442795,0.00138596640710454,0.001378771526120566,-0.0008283309607347217,97.83932910191537,97.85320041932432,0.11449218565837671
2014,2,0.0013269740549489574,0.0013853482726337277,0.0013748705979304359,-0.0008218596217711493,96.89491901858693,96.5158601973761,0.12030297405162488
2014,3,0.0013271673999566817,0.0013846335599576507,0.0013730598877522053,-0.0008217339106072772,95.86241556885396,95.35806020574455,0.17255478465433347
2014,4,0.0013280505328533347,0.001385871156901582,0.0013755530635958435,-0.0008302172638645888,94.76829510655153,94.00382294775046,0.08386623026791609
2014,5,0.0013307237058961514,0.0013916653001496994,0.0013838935806835167,-0.0008458676982033742,93.6450962877355,92.8011483774668,0.07808307263563044
2014,6,0.0013365317008011233,0.0014024492464574487,0.0013972070044381004,-0.0008614399375182381,92.49970589775484,91.80611367770905,0.2533501477839653
2014,7,0.0013460305238272056,0.0014132339518903138,0.0014138381482904842,-0.0008820806618310216,91.31154157872112,91.48835013750622,0.10552457969919221
2014,8,0.0013563414301394417,0.0014211112462792642,0.001430462480720943,-0.0009082730740830175,90.03499481288011,90.66867640509973,0.13487998906881396
2014,9,0.0013659392165064283,0.0014282060152056414,0.0014454943039574125,-0.0009326210361064422,88.63734397109334,89.62269181219197,0.21040229530912727
2014,10,0.001374022478898497,0.0014352540324067769,0.001457814128150979,-0.0009510385929091269,87.12250506467278,87.80726841208985,0.09419425561597508
2014,11,0.0013811185837228322,0.0014427711261572247,0.0014680621710097734,-0.0009638854524303606,85.5353653271601,86.30659094506186,0.11673439140081109
2014,12,0.0013884397598946136,0.0014504497566963182,0.0014786843172307452,-0.0009769216336721473,83.92736429709272,85.1940293126061,0.12781942668497068
2015,1,0.001396191875819033,0.0014569118426449796,0.0014914217118208064,-0.000995788557834605,82.3166698615453,84.33919831465433,0.3129791715252673
2015,2,0.0014042206444815463,0.001460265341705302,0.0015060770501417863,-0.0010245581301349157,80.69255177744508,83.65504838116951,0.5871084542851879
2015,3,0.001411300146343255,0.0014606835413893396,0.0015205140630180818,-0.001057713536018103,79.03749043711022,83.80149855818622,0.1493412332541857
2015,4,0.0014155213604500352,0.0014623891874758668,0.0015298931801371416,-0.001075513837128968,77.34918208833268,78.40432009441356,0.6882002197780633
2015,5,0.0014163414964093904,0.0014656120290823904,0.0015326327131978596,-0.0010759509893346212,75.68124957398358,75.80208842011291,0.11472373097757313
2015,6,0.001417610653887155,0.0014699826201467901,0.0015355278646463685,-0.0010754085903595047,74.1502109471326,74.4913496364636,0.18399545907905987
2015,7,0.0014195548675583313,0.0014742145435794201,0.001539431407983298,-0.0010778417049873868,72.84348288397602,73.44917556441203,0.6020867657391967
2015,8,0.001420736086815486,0.0014767333057353756,0.00154228012912255,-0.0010810629989596648,71.79324718555203,73.30675382035001,0.6344870457371715
2015,9,0.0014203143756789157,0.0014765666175377285,0.0015424087390050174,-0.0010829046621589707,70.96202754428684,72.4260067359402,0.5436999936052076
2015,10,0.0014181217235882252,0.001473757745076372,0.0015394758062991932,-0.0010822819264507079,70.32332517885767,71.04672353089465,0.1651783721238329
2015,11,0.0014149387534311629,0.0014695163517955316,0.0015345228186869476,-0.001079169049479846,69.87175886377696,70.38735486960239,0.21847072767273368
2015,12,0.0014116451454529487,0.0014649856901281998,0.0015287368679265567,-0.0010741986223563088,69.5868248381211,69.70082394028765,0.1215008914509748
2016,1,0.0014088445985658935,0.001460832547735367,0.0015229583446772228,-0.0010680791930724226,69.48204160939223,69.90642581318656,0.0743479935235204
2016,2,0.0014066723902718863,0.0014571622376726438,0.0015171953119969413,-0.0010604138577650307,69.59913166050596,69.88620229807513,0.08483817714761248
2016,3,0.0014042608467900032,0.0014529253115050102,0.0015104888086843083,-0.0010509293370676472,69.95395027780795,70.01720986627093,0.05804150343722928
2016,4,0.0014003968098857027,0.0014470153189231195,0.0015019526235893676,-0.0010394311426203963,70.4969831000599,70.66998648813652,0.2694783634444408
2016,5,0.0013943660492954043,0.0014389973839189895,0.0014909207038932568,-0.0010250508768923138,71.11580654134336,71.27266609521952,0.3354811485358484
2016,6,0.0013861898853338504,0.0014291623018134623,0.0014774570028186277,-0.0010078142673311502,71.73060004366026,71.85333046207853,0.211937997698705
2016,7,0.0013763861318364604,0.0014186217715387052,0.001462283972150295,-0.0009879053739632326,72.31326164005357,72.34986072012516,0.17139867579692367
2016,8,0.001366339178497007,0.0014087870772192374,0.0014468225513055409,-0.0009659879327692611,72.89099518407644,72.96242318768277,0.1876010180887772
2016,9,0.0013576562796268497,0.0014011351297652792,0.0014328977397977465,-0.0009428000897454594,73.50500084715718,74.18190264858886,0.7812959565393612
2016,10,0.0013509006306330615,0.001396991459264222,0.0014214052986316267,-0.0009185877000342908,74.17454369781001,75.13580769592521,0.6866885813476534
2016,11,0.0013464319454922747,0.001396994029072741,0.0014130879655963374,-0.0008952049255397921,74.87955402792393,76.52629927701939,0.3712635717164028
2016,12,0.0013437739364698166,0.0014000080889054092,0.0014075862328471942,-0.0008748256434642677,75.58773709952972,79.24182234968207,0.6418059523443495
2017,1,0.0013419218639248054,0.0014036777767018507,0.0014039855912523793,-0.0008589095871685837,76.28189559244893,79.26165370613661,0.3022190902570952
2017,2,0.0013402530328751464,0.0014061734211843152,0.0014014709939173854,-0.000848243909359497,76.9900497995607,78.95216259305292,0.179862545992261
