Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,selic,selic_pred,Erro
2013,2,0.0037920172263112934,0.004225283315395898,0.004932818888257917,-0.004377231418369744,6.04,7.970475622764158,0.42725154758889095
2013,3,0.0014032259087565974,0.0013986720543315153,0.0015265193178159596,-0.0011819208532333745,6.8,8.479619924020318,0.7120465541759295
2013,4,0.0013804210175305805,0.0014170251331542929,0.0014907430855694457,-0.0010573149355682764,7.57,8.461190674355302,0.4168545941224026
2013,5,0.0013251438156541622,0.0013300132352064712,0.0014327892180284179,-0.0010767121743586398,7.44,8.997447163471406,0.3112867895621067
2013,6,0.001293020805898037,0.0013371741827534406,0.0013620518169999772,-0.0008855399733010598,7.57,8.421025485362737,0.0493515242409615
2013,7,0.0013320167139339782,0.0014507436680048565,0.0014760652312947843,-0.000956560711002691,8.99,9.747257279625517,0.41697607409819554
2013,8,0.001369179510177556,0.001463140897219753,0.0014799346560650589,-0.0009427808289844871,8.86,8.738655300650205,0.6854063229688593
2013,9,0.0012841632035160422,0.0013375364747556628,0.0013985960898221103,-0.0009766053745675928,8.86,9.528951400623626,0.30031340976570403
2013,10,0.0014180157932928903,0.0015577338155171162,0.0014585858330350941,-0.0007099103360076514,10.16,9.264546994639938,0.30578315755926305
2013,11,0.0013389795305117477,0.0014278839747989323,0.0013052313738279007,-0.0005709697826073337,8.99,8.729521550108029,0.3158237370674233
2013,12,0.00123536074438059,0.0012815916026553728,0.0012365583801731616,-0.000675801103561761,9.9,9.165109577627772,0.29822067101294114
2014,1,0.00133256695931427,0.001419229955686788,0.001320244174121239,-0.0006250633965847278,10.69,9.530186086791803,0.2912977351799802
2014,2,0.0013438004553126776,0.0013445235789559546,0.0013634571486974309,-0.0008751399830613826,9.9,8.235861534493822,0.4341533159352995
2014,3,0.0013095778426632126,0.0012935069328294535,0.0014334348181625721,-0.0011475188011316158,9.64,10.419070385542417,0.4412801299955157
2014,4,0.001295240343117349,0.001307612235021323,0.0013456030440159015,-0.0009002668718679232,10.3,9.472942897089752,0.1794307084292996
2014,5,0.0012980454178831364,0.0013923390074842483,0.0013345219515309573,-0.0007118736954894692,10.95,10.847664869571975,0.15175854530994026
2014,6,0.0014228879455039259,0.00149867317580862,0.0015285082080500139,-0.0009973950752918779,10.3,9.966196291528934,0.40451195212278335
2014,7,0.0013236851879058211,0.0014228487432892728,0.0013423056363430622,-0.000673595067476878,12.01,10.704180069884588,0.16103452318642708
2014,8,0.005042101993773706,0.004968895639707197,0.005077327655345082,-0.0038188771021879157,10.95,9.750601070336177,0.4742622628041009
2014,9,0.004811547420950793,0.004887507612826352,0.004730225048612989,-0.0031608006058906376,11.48,11.486152372975972,0.14860827398298967
2014,10,0.0048437680072459756,0.004830967237612592,0.004763656083158753,-0.003323132770407304,12.01,11.621246561014479,0.16247529700511634
2014,11,0.004854868606217065,0.004892108836694337,0.004769336394846553,-0.0032419756375535055,10.56,11.175324681421287,0.06112470466792922
2014,12,0.00506683928586822,0.0048344866845629044,0.004711360819167874,-0.0031997294911563293,12.15,11.69627049693467,0.17278175732366957
2015,1,0.004891886710459466,0.004925154426188623,0.004860173003022629,-0.0033961399952707238,11.88,10.899059102762818,0.5051303825077877
2015,2,0.0013683756495425498,0.0014523393292864082,0.0014726579161412623,-0.0009449818845826409,10.3,9.213621193335193,0.5768928541888887
2015,3,0.00146127604171972,0.0015127429481757314,0.001631518025081036,-0.0012293580363262019,13.22,11.900535912076705,0.8400482487098259
2015,4,0.001449300561103097,0.0014762338987799667,0.0015336190085413306,-0.0010527530882496307,12.01,11.156475885866802,0.18873041280463104
2015,5,0.0014286731152466042,0.0014430402869120692,0.0015340380843522454,-0.0011167128610473124,12.55,11.761078074001153,0.23706639795398946
2015,6,0.0014079885177214824,0.0014266713778883573,0.0015248885122026007,-0.001124762848940113,13.62,11.97070123547083,0.41480591818810986
2015,7,0.0013539629534190835,0.0014128005826456365,0.0014621502650178154,-0.000993532954261157,15.12,12.711043786043234,0.8796831265488446
2015,8,0.001430887531980286,0.001468300121642353,0.001571218157735592,-0.001162189452237452,14.16,12.746179862680641,0.36823517055792643
2015,9,0.0014120326190876233,0.0015230549795841695,0.0015534389814308098,-0.0010137812675190695,14.16,13.19433199004135,0.5437152517523969
2015,10,0.0013981960445834528,0.0015220987388231838,0.0014879225692137805,-0.0008511009121053608,14.16,11.935370102042286,0.2701753397416943
2015,11,0.0015114405230842963,0.0015382061585904726,0.001625027229373573,-0.0011648043848637606,13.49,12.567900006855082,0.47778641293663443
2015,12,0.0013601111716232605,0.0013952766885893385,0.0015080293348132547,-0.0011419327018401056,14.84,12.987911975404028,0.32498738879315275
2016,1,0.0014911528392626966,0.001615101485055709,0.0016303195042234636,-0.001032361892008393,13.49,12.363432250926108,0.7276402067597558
2016,2,0.0015000452131392352,0.0015459935269711402,0.0016898704496598152,-0.0013128483916213353,12.68,12.238639601510343,0.49081093283463506
2016,3,0.0013725663949499254,0.0013710176477294987,0.0014903067315230913,-0.0011434114648318453,14.84,13.378463205910506,0.3979156940185051
2016,4,0.0013606593582630262,0.0014511156776214672,0.0014576564635063775,-0.0009096366439410986,13.49,12.326789944584903,0.3020407190762253
2016,5,0.0013890583339114478,0.001329543188500478,0.0014326903858317972,-0.00107735485478979,14.16,12.113595570616779,0.4648939103683131
2016,6,0.001308379248719014,0.0013426698896016383,0.0014222624410163726,-0.0010262959746509626,14.84,13.392061210076534,0.45893678747605565
2016,7,0.001420753681030632,0.001446734578716468,0.0014998852888697405,-0.001023963838581063,14.16,12.518834612837841,0.342851963269101
2016,8,0.0013969889682470531,0.0014324399290772014,0.001465099627962954,-0.0009637180094328887,15.66,13.339068517924128,0.3976049592551179
2016,9,0.0013598458453217607,0.001430238366278091,0.0014337005481336717,-0.0008890564206678141,14.16,11.776129454228423,0.3609334706617358
2016,10,0.0014498234069028266,0.0015500231717748625,0.0015343873483134609,-0.0009148388191360826,13.35,11.278423117620148,0.49040068510860796
2016,11,0.0013377360156238598,0.0013685529630235048,0.0013458511028144194,-0.0007853965286094299,13.22,11.554251943091975,0.29944042790750863
2016,12,0.001300479736362794,0.0013609559801165706,0.0014192740029379497,-0.0009841375962679837,14.3,13.369257725705815,0.21130303498216824
2017,1,0.001288979365748124,0.0013391276051742131,0.001336267922834802,-0.0008171020668051612,13.89,11.703895131746954,0.6370864178954541
2017,2,0.0012570922462856202,0.0012832189268414044,0.0013042159142770042,-0.0008425853729824945,10.95,9.680460399609878,0.305632765280444
2017,3,0.0013033733277943,0.0013711952859103995,0.0013978121100931427,-0.0009108478019471298,13.35,12.425943686550054,0.039663966016268155
2017,4,0.0013245342547156527,0.0013932462216953935,0.0013566629993031186,-0.0007657440797853223,9.9,9.91894369605383,0.18838798694421002
2017,5,0.0014055493545465903,0.001696015100506102,0.001407110608094928,-0.0003186042789253381,11.75,9.90365434071878,0.36871258394714485
2017,6,0.0013235552696970688,0.0014593840863081704,0.0013597024238844123,-0.0006480325750748817,10.16,10.110746236765296,0.11436193778672195
2017,7,0.0013417997871628172,0.0014247520741277261,0.001441494314305416,-0.0009190217595335244,10.03,10.251368075157265,0.2589356899436525
2017,8,0.001420473419950863,0.0015334910025662798,0.001475197187544866,-0.0007975608950258777,10.03,9.3097197303736,0.3593438262959172
2017,9,0.0013714539628333282,0.0013988901127723059,0.0014990913348388187,-0.0011126439322148316,7.96,9.173623106093793,0.3105440279897495
2017,10,0.0013249876571331154,0.0013573000322570307,0.0013924322757139184,-0.0009236744997232296,7.96,8.696162700284964,0.11999109822141166
2017,11,0.0013553658018382092,0.0014219742319559758,0.0014140778608390534,-0.0008554515319787083,7.06,8.75294097714223,0.3186905243009952
2017,12,0.0012715675271491751,0.0014378398367917821,0.0012605472184125438,-0.0004399128370250943,6.68,8.155547798028723,0.5208075435905453
2018,1,0.0013512019151387497,0.001505835047982649,0.0012843817604647483,-0.00037089181428827,7.19,6.793475272744991,0.1804268100974984
2018,2,0.001382097974326124,0.001469779576514555,0.0013451150817968497,-0.000591706775687289,5.79,6.000657808613112,0.5180920867612925
2018,3,0.001344218220502346,0.0014094825697254438,0.0013238771149306952,-0.00065265762157744,6.55,7.06068227645604,0.3956451802547874
2018,4,0.0013261882851359529,0.0013133250941884866,0.0013339476413525247,-0.0008601767070382217,6.42,7.298188850739373,0.29977156270025895
2018,5,0.001288519533381683,0.001265579480393097,0.0012852541803204842,-0.0008284077720339791,6.42,7.323886579581884,0.10020472338771971
2018,6,0.001323105104851335,0.0013245667547824706,0.0013401496098143766,-0.0008544431626956231,6.42,7.502233204814786,0.18604557518351267
2018,7,0.0014542320881432101,0.001432303988106208,0.0015237006849175942,-0.0011111057973899967,6.68,8.381667331723708,0.340752450846238
2018,8,0.001394916675288727,0.001383499913256666,0.001329955570409423,-0.0007171604465212291,7.06,6.696058937626579,0.7279221209228866
2018,9,0.0013200536603822355,0.0012812066574857724,0.001363605443518074,-0.000995508749365207,5.79,7.0954096490430665,0.23852607770607762
2018,10,0.001461475567421072,0.0014758566585760578,0.0015401270775985128,-0.0010698078858266849,6.68,8.651782573467605,0.22545323769303757
2018,11,0.0013858171385826797,0.0014509478815402388,0.0013541147209880607,-0.0006499915403877621,6.04,6.177957194402609,0.35052852961374875
2018,12,0.0013710569694132264,0.0013839951001526445,0.0012772558999795515,-0.0005839084855985191,6.04,5.247103811619677,0.2478712163396568
2019,1,0.0013666221875455456,0.001398635523545341,0.001339286650505173,-0.0007119034850539456,6.68,6.555634361885983,0.14592665346630745
2019,2,0.001366749151594887,0.0014370974145509255,0.0013343644835552958,-0.0006266534704090488,6.04,6.203131565569432,0.10250341393604899
2019,3,0.0015441549433466146,0.001666595891440811,0.00150358644622792,-0.00061658141463925,5.79,6.131362696049295,0.3639456664136987
2019,4,0.0014116800324380984,0.0016232680721713303,0.0013608442502553559,-0.00034031106660804974,6.42,6.845458031028749,0.16791873468779195
2019,5,0.00136163222651715,0.001479634694581584,0.0013033289616280314,-0.0004681168781162312,6.68,6.582410396694778,0.3500579829212157
2019,6,0.001438459691943801,0.0015681902928175967,0.0014018636492924444,-0.0005476806615394779,5.79,6.565726329506624,0.3231436782165861
2019,7,0.00140295679296246,0.0015785193237018388,0.0013703989248922545,-0.0004491066311691307,7.06,6.856148503704938,0.2263867999594508
2019,8,0.0014591331757514104,0.0015440845527280721,0.0013883396509658688,-0.0005594103653124656,6.17,5.651945820395195,0.29155735497858976
2019,9,0.001482557189638058,0.001527889943333137,0.0015215852910299343,-0.0009246428578692254,5.66,6.809463916946222,0.2915274327621643
2019,10,0.0015189750131783801,0.0015496066729832189,0.0014857648771022447,-0.000793551316846731,5.91,7.201947737475457,0.4410549263026684
2019,11,0.001419821560008487,0.0015328782358888233,0.0013581262498991733,-0.0005047912255152696,4.66,5.70033929106226,0.4930346378231062
2019,12,0.0013569418803231362,0.0013877960247527133,0.0013131577251714562,-0.0006668440889269093,4.53,5.529932848712895,0.16917553994381618
2020,1,0.0014446051845349388,0.0014874847215215804,0.0013556361662504569,-0.0005845678583394255,4.66,4.731628546055312,0.11357414223311256
2020,2,0.0013754516587765188,0.0014015629994215944,0.0013448234044389862,-0.0007202565891705596,3.54,4.912481946689169,0.4100029413505045
2020,3,0.0012747194913767927,0.0012539982919966327,0.001326414542431872,-0.000953697773433073,4.16,5.876908812604674,0.5211525681021235
2020,4,0.001384601849734286,0.0014512248087390747,0.0014903720862901569,-0.0009915692053731793,3.41,6.633052094163181,0.7651511655203449
2020,5,0.0014136718914373467,0.0014868277101942218,0.001500555109246286,-0.0009496621917141713,2.92,5.853702982676265,0.7144472918820709
2020,6,0.0013518029933779743,0.0013825324440854454,0.0013962875786419071,-0.0008855342863011825,2.55,5.224211221358804,0.5253397535650832
2020,7,0.001341726051740729,0.001340849821188229,0.001370261338017965,-0.0008991857192047622,2.3,4.851198077189617,0.5503467262562207
2020,8,0.001378220942048608,0.0014281654678720574,0.0013200255297803676,-0.0006075801141138699,1.94,3.64747509387026,0.26770343690531395
2020,9,0.0014273736439482263,0.0015067288223922395,0.001437057244180516,-0.0007525215530201942,1.94,4.468573560761077,0.9545249487372097
2020,10,0.001422799199797262,0.0014190583246224463,0.0013239402611039679,-0.000634668462967362,1.94,2.9036320594637215,0.37238153514138117
2020,11,0.0014586043030299929,0.0014479951979393944,0.0013828158772746016,-0.0007276476124908094,1.81,3.254025241491949,0.4580700755531613
2020,12,0.0013673049996371738,0.0013811861381137433,0.0012731671217862354,-0.0005789662220251107,1.94,3.631452321938958,0.23070004307942077
2021,1,0.012238922373205117,0.01224243245186137,0.012247479263237177,-0.0062651859325774896,1.81,2.26621520651526,0.15553361369276944
2021,2,0.006510025086068866,0.00673216205769807,0.0064858833033432225,-0.00346553016069204,1.57,2.7984013980049793,0.4059288161151473
2021,3,0.006998326684374888,0.007269109321011957,0.007009843482432824,-0.0037592044284938766,2.43,3.0358441039541013,0.6278315652098203
